datetime,volt,rotate,pressure,vibration,label
2015-01-02 10:00:00,166.5156622,454.3550253,97.10569825,36.98925319,0
2015-01-02 11:00:00,151.6065965,396.7457148,116.1614507,45.01348599,0
2015-01-02 12:00:00,185.7130714,456.0841353,104.7626962,37.88180245,0
2015-01-02 13:00:00,148.4538922,498.7186587,116.3899834,35.21915651,0
2015-01-02 14:00:00,152.2629661,461.7657218,74.71159026,23.02505827,0
2015-01-02 15:00:00,158.3569275,462.1403286,106.3755136,39.01448697,0
2015-01-02 16:00:00,155.4152974,403.6776462,104.9368506,38.27320386,0
2015-01-02 17:00:00,156.4451366,498.4310836,105.6048637,42.15499384,0
2015-01-02 18:00:00,189.3080592,499.6873344,88.92569222,36.6673254,0
2015-01-02 19:00:00,168.407186,526.3670021,97.35910704,48.18034454,0
2015-01-02 20:00:00,159.2619357,467.594462,99.69295028,34.95544172,0
2015-01-02 21:00:00,180.0758329,471.4605727,103.8564658,35.40888155,0
2015-01-02 22:00:00,172.9645044,378.6320822,106.0279721,45.92055978,0
2015-01-02 23:00:00,151.6985491,400.9825155,92.64408652,43.82551915,0
2015-01-03 00:00:00,161.5855232,389.9934839,101.5610893,35.67362057,0
2015-01-03 01:00:00,178.0059895,410.3728807,112.9077554,32.28571128,0
2015-01-03 02:00:00,199.254732,377.3829944,106.2348976,48.11192309,0
2015-01-03 03:00:00,193.7291484,462.7432016,107.5866556,46.4323322,0
2015-01-03 04:00:00,182.5668128,441.0402647,118.0493305,43.41128277,0
2015-01-03 05:00:00,169.8039551,417.4564291,92.62222816,43.66673643,0
2015-01-03 06:00:00,144.1130606,434.2547564,117.8359201,40.17242515,0
2015-01-03 07:00:00,159.0371964,466.6989004,109.045699,39.42271023,0
2015-01-03 08:00:00,166.768792,450.6060521,91.44490561,40.31566642,0
2015-01-03 09:00:00,177.3531,455.0269988,91.86148291,46.34688694,0
2015-01-03 10:00:00,170.8909014,430.8825261,106.150835,29.25135726,0
2015-01-03 11:00:00,170.8746808,489.7203514,80.18484069,34.27051621,0
2015-01-03 12:00:00,197.5754466,440.5209481,97.55947273,46.54273671,0
2015-01-03 13:00:00,175.8147635,467.0172294,96.68494039,50.88101956,0
2015-01-03 14:00:00,165.7917391,480.1074912,110.4828537,41.32712637,0
2015-01-03 15:00:00,163.5722339,487.3374487,76.89707672,45.49215567,0
2015-01-03 16:00:00,171.429874,440.3424168,100.8399835,43.7538251,0
2015-01-03 17:00:00,157.8000289,447.2445155,107.7568009,41.56522693,0
2015-01-03 18:00:00,190.5228512,432.9977432,99.82814309,43.13565805,0
2015-01-03 19:00:00,165.6869595,452.8319754,95.72195368,45.18726793,0
2015-01-03 20:00:00,162.0717136,524.3868867,92.99137752,49.88199258,0
2015-01-03 21:00:00,156.9048062,420.2149093,83.20295022,40.29290756,0
2015-01-03 22:00:00,184.0383961,448.5806267,107.1485459,45.40666075,0
2015-01-03 23:00:00,150.8409902,460.2289488,87.9894367,41.41645201,0
2015-01-04 00:00:00,162.9689024,509.7605695,103.8011247,42.99969886,0
2015-01-04 01:00:00,174.6877441,401.1462904,90.32371714,37.7550594,0
2015-01-04 02:00:00,168.3751655,473.9960471,96.09401406,41.74175882,0
2015-01-04 03:00:00,173.7618563,386.1934685,98.30623462,34.19057673,0
2015-01-04 04:00:00,150.2570991,340.9898502,89.60468431,35.83371474,0
2015-01-04 05:00:00,163.5488683,362.2532832,98.79870112,51.59574247,0
2015-01-04 06:00:00,144.4383545,407.4471639,97.97763987,42.22488761,0
2015-01-04 07:00:00,157.3679395,475.9291159,115.0870552,45.00616021,0
2015-01-04 08:00:00,187.2237589,472.848789,98.26370953,43.06902975,0
2015-01-04 09:00:00,173.792473,496.3399045,100.6807873,38.48292273,0
2015-01-04 10:00:00,171.2793078,440.1240958,97.77476557,38.97131671,0
2015-01-04 11:00:00,155.995608,483.2387673,95.07321797,43.40207072,0
2015-01-04 12:00:00,161.6477059,558.9651749,99.27734177,35.1982835,0
2015-01-04 13:00:00,154.7544452,432.7904802,93.29263391,36.85663214,0
2015-01-04 14:00:00,170.8028787,444.1868729,86.48544204,40.14708724,0
2015-01-04 15:00:00,181.4770041,461.2195028,99.82325934,45.6596146,0
2015-01-04 16:00:00,174.4879222,476.4598519,107.803996,43.17543529,0
2015-01-04 17:00:00,160.7357638,535.2575611,94.15927791,34.36075254,0
2015-01-04 18:00:00,178.2918097,446.6151092,89.56057761,39.01604694,0
2015-01-04 19:00:00,175.8186275,530.7041877,94.15593334,33.88065294,0
2015-01-04 20:00:00,182.6481641,467.9955814,110.3114408,33.8689631,0
2015-01-04 21:00:00,163.3905862,487.3654967,107.0608937,38.99276951,0
2015-01-04 22:00:00,152.3095194,374.8422495,97.18336321,32.34403705,0
2015-01-04 23:00:00,168.731464,428.7388418,97.96292039,39.62946613,0
2015-01-05 00:00:00,174.5416654,449.3555304,96.58766281,35.89434459,0
2015-01-05 01:00:00,193.386406,434.2930091,96.34474546,38.04045214,0
2015-01-05 02:00:00,168.9550621,362.8603379,90.2515823,35.94774794,0
2015-01-05 03:00:00,176.4055912,436.9624537,102.9568066,41.25512936,0
2015-01-05 04:00:00,168.751052,530.5098376,73.10194966,35.47111312,0
2015-01-05 05:00:00,202.3459661,423.696696,99.07989957,38.48943718,0
2015-01-05 06:00:00,190.0695209,437.62112,106.8842301,37.23183272,0
2015-01-05 07:00:00,166.5154333,514.2369316,92.7365558,37.01116871,0
2015-01-05 08:00:00,168.0889387,361.498615,84.55792569,41.80321667,0
2015-01-05 09:00:00,169.6747189,397.2200156,78.57536617,38.39078464,0
2015-01-05 10:00:00,171.6988113,411.2005865,87.41480684,40.64375102,0
2015-01-05 11:00:00,161.5235688,399.598354,105.2205311,41.95262768,0
2015-01-05 12:00:00,171.2105058,389.7911539,90.29921154,40.13965421,0
2015-01-05 13:00:00,159.5634289,419.9779041,91.06418889,37.92364803,0
2015-01-05 14:00:00,153.556968,378.3560608,99.81251505,41.88472776,0
2015-01-05 15:00:00,182.0666084,450.2565803,103.1114069,37.60225035,0
2015-01-05 16:00:00,179.8496618,469.5438766,101.4528501,35.70353492,0
2015-01-05 17:00:00,161.4795398,416.945727,98.49814089,37.00953946,0
2015-01-05 18:00:00,189.0917876,515.9866326,86.07523897,43.31435796,0
2015-01-05 19:00:00,167.1118413,440.198516,97.04778978,41.67257034,0
2015-01-05 20:00:00,165.7450217,375.5159631,100.73899,38.78107804,0
2015-01-05 21:00:00,155.6949243,513.2985972,99.01158616,36.38288728,0
2015-01-05 22:00:00,169.6347403,433.5266111,99.67722737,35.8095375,0
2015-01-05 23:00:00,167.9452105,405.5954175,105.9424959,42.21030395,0
2015-01-06 00:00:00,171.0127759,439.7620547,98.54876919,33.99652762,0
2015-01-06 01:00:00,176.6775254,412.9730721,98.37548645,42.76123595,0
2015-01-06 02:00:00,183.5990058,479.7904584,107.0838342,37.00007672,0
2015-01-06 03:00:00,174.9111585,406.5286738,95.97095556,46.96164578,0
2015-01-06 04:00:00,184.8884244,445.5340184,86.50668169,40.07141862,0
2015-01-06 05:00:00,185.9810086,335.8161356,94.46287099,41.97328366,0
2015-01-06 06:00:00,126.0427692,402.3829977,77.90811591,38.16642913,0
2015-01-06 07:00:00,164.5583939,488.8471819,122.3129646,36.66064983,0
2015-01-06 08:00:00,178.5489881,429.3825969,113.9138578,39.11286035,0
2015-01-06 09:00:00,153.2054679,423.5808015,85.32857721,45.141674,0
2015-01-06 10:00:00,155.5902446,456.0452204,102.2416659,42.22148708,0
2015-01-06 11:00:00,174.1060471,403.3519995,108.7393629,31.50850267,0
2015-01-06 12:00:00,163.3786507,425.6052032,99.0981067,32.7559805,0
2015-01-06 13:00:00,144.0276827,441.7641409,105.2742225,44.07385115,0
2015-01-06 14:00:00,183.5878227,441.2157786,120.6715026,39.1974451,0
2015-01-06 15:00:00,157.3874054,475.6681855,91.26101946,41.15627753,0
2015-01-06 16:00:00,175.7952178,439.8016908,79.99430509,39.73967682,0
2015-01-06 17:00:00,176.1864517,494.9330405,108.283065,32.40744649,0
2015-01-06 18:00:00,192.8190296,393.6366723,110.498148,44.17342905,0
2015-01-06 19:00:00,172.9484635,435.5813995,105.4311398,39.31533776,0
2015-01-06 20:00:00,179.9841553,439.9678936,104.8084372,45.64080493,0
2015-01-06 21:00:00,187.1088664,427.8937807,92.86235623,38.76326076,0
2015-01-06 22:00:00,163.9042831,474.2217251,83.88631229,29.95556847,0
2015-01-06 23:00:00,145.1665797,473.0748496,96.91156924,38.82349992,0
2015-01-07 00:00:00,172.1439505,433.1261012,90.75957537,43.92030535,0
2015-01-07 01:00:00,189.8887146,485.652044,89.6754323,43.68594873,0
2015-01-07 02:00:00,148.9058351,372.0195425,119.5816172,36.20941192,0
2015-01-07 03:00:00,185.1819742,479.9736714,103.1239882,40.86662248,0
2015-01-07 04:00:00,169.0980374,443.0288217,110.5843119,47.73443271,0
2015-01-07 05:00:00,171.4922214,414.1040994,94.74413127,43.75896684,0
2015-01-07 06:00:00,164.761673,408.6959008,83.17602859,39.60115714,0
2015-01-07 07:00:00,185.5527992,466.0588053,111.7550927,45.70903716,0
2015-01-07 08:00:00,191.3623472,433.5344777,83.74763582,31.4317432,0
2015-01-07 09:00:00,193.5627319,443.7689913,97.35468333,43.6697224,0
2015-01-07 10:00:00,155.488989,529.2494668,89.52064817,38.44890215,0
2015-01-07 11:00:00,181.3892877,399.9557513,96.5231796,29.43247993,0
2015-01-07 12:00:00,164.3571552,439.2608969,108.7391169,39.2232002,0
2015-01-07 13:00:00,155.2488588,461.4700009,108.1943189,37.289904,0
2015-01-07 14:00:00,175.8484265,431.6238867,108.8139625,39.04003349,0
2015-01-07 15:00:00,169.7307393,520.9901898,98.08132189,39.05422531,0
2015-01-07 16:00:00,181.8758691,477.3311083,104.2874263,49.24745125,0
2015-01-07 17:00:00,196.8859681,403.7599014,99.30381335,48.99045858,0
2015-01-07 18:00:00,185.5507533,410.9081659,93.72232348,36.86218608,0
2015-01-07 19:00:00,159.5647158,475.3141879,105.0037128,41.08265093,0
2015-01-07 20:00:00,172.09434,492.2550535,103.7771069,42.04802559,0
2015-01-07 21:00:00,191.1986824,534.6667735,111.3682316,37.76188681,0
2015-01-07 22:00:00,187.6165639,438.9316227,98.52280507,36.17536635,0
2015-01-07 23:00:00,146.2282763,432.3271024,108.047262,33.7386345,0
2015-01-08 00:00:00,184.1964488,445.462599,109.6226411,31.76818906,0
2015-01-08 01:00:00,164.8922887,438.2872235,110.7739895,42.34632141,0
2015-01-08 02:00:00,160.6195596,433.9609457,104.6030259,36.93329204,0
2015-01-08 03:00:00,153.4819666,446.9531352,94.96451457,43.88844581,0
2015-01-08 04:00:00,165.3230681,449.7266694,115.5781005,36.40448055,0
2015-01-08 05:00:00,180.3298476,449.5346266,98.71067971,42.42041032,0
2015-01-08 06:00:00,191.5290782,387.8605966,82.14045998,39.73808166,0
2015-01-08 07:00:00,172.0836065,390.4427563,102.5748555,37.72056709,0
2015-01-08 08:00:00,168.9042142,441.3066792,98.3395437,46.42949887,0
2015-01-08 09:00:00,166.9649609,421.6809454,102.6838071,37.44780269,0
2015-01-08 10:00:00,184.30699,434.793012,99.23778364,42.85370732,0
2015-01-08 11:00:00,153.7820983,382.0419482,101.7896574,39.50641659,0
2015-01-08 12:00:00,173.7502806,364.7531656,79.41819014,42.16239072,0
2015-01-08 13:00:00,185.3243297,441.1343008,93.37317456,50.62043323,0
2015-01-08 14:00:00,185.9277727,440.2257362,97.82225273,48.9621451,0
2015-01-08 15:00:00,176.2560532,416.176725,110.5546842,40.96644853,0
2015-01-08 16:00:00,152.5645077,458.8375672,92.0727338,39.71879393,0
2015-01-08 17:00:00,157.6837291,524.0696252,100.0125201,36.88281783,0
2015-01-08 18:00:00,159.1926761,340.3070529,124.9855796,33.83713734,0
2015-01-08 19:00:00,148.3509205,475.3630213,97.51731178,47.56227029,0
2015-01-08 20:00:00,170.600305,373.4636355,121.6134237,44.97325033,0
2015-01-08 21:00:00,188.3442003,536.0850498,104.8356979,42.29454757,0
2015-01-08 22:00:00,133.2995913,449.6432273,90.04305181,40.04585948,0
2015-01-08 23:00:00,181.3758184,425.3402907,99.32074815,40.71742253,0
2015-01-09 00:00:00,166.9600752,485.2027957,99.38355288,37.22007201,0
2015-01-09 01:00:00,158.4629923,337.0374798,107.2882914,42.96265451,0
2015-01-09 02:00:00,181.5501322,516.806942,108.2611947,33.87836723,0
2015-01-09 03:00:00,179.7257774,470.6863288,102.6171,43.16495819,0
2015-01-09 04:00:00,171.4432607,520.7518584,86.16446021,42.19787715,0
2015-01-09 05:00:00,156.2053497,432.156016,94.0425828,35.15585425,0
2015-01-09 06:00:00,159.4270733,429.0892931,102.9573617,43.85172019,0
2015-01-09 07:00:00,145.7414891,474.8843696,104.033815,30.73215171,0
2015-01-09 08:00:00,198.2134086,426.0976708,91.42352366,44.27886206,0
2015-01-09 09:00:00,167.6660846,438.5241556,114.1308246,43.65862025,0
2015-01-09 10:00:00,158.6822938,460.4764261,109.0417913,44.63211041,0
2015-01-09 11:00:00,137.5857133,428.4889761,94.25756656,40.7008155,0
2015-01-09 12:00:00,163.5580748,431.6976496,109.3794075,42.71422718,0
2015-01-09 13:00:00,161.7630814,300.5681132,111.5349629,45.24418564,0
2015-01-09 14:00:00,148.9652618,390.9454913,96.71223721,38.11328134,0
2015-01-09 15:00:00,205.7595773,393.3006382,70.80270362,40.92246149,0
2015-01-09 16:00:00,183.0941653,372.4628401,121.4043771,35.42901335,0
2015-01-09 17:00:00,146.9650117,482.5941196,104.1267903,46.89762657,0
2015-01-09 18:00:00,187.0096288,457.7302711,116.6899014,42.85525959,0
2015-01-09 19:00:00,185.6726024,414.7930715,90.15741406,30.14871655,0
2015-01-09 20:00:00,178.8474603,460.453059,116.9826259,41.34618468,0
2015-01-09 21:00:00,175.986556,470.347766,102.1396485,40.46947815,0
2015-01-09 22:00:00,172.1742378,433.8836264,113.6190248,56.43142476,0
2015-01-09 23:00:00,179.2874183,510.0817581,113.3991445,41.64397126,0
2015-01-10 00:00:00,154.5107134,353.4110601,99.55954465,36.33907252,0
2015-01-10 01:00:00,160.2596579,440.9868053,102.0221396,42.04464266,0
2015-01-10 02:00:00,154.9698911,500.3866534,96.20673819,38.47857899,0
2015-01-10 03:00:00,167.5117856,501.4672253,98.48662227,38.25512183,0
2015-01-10 04:00:00,172.1998444,485.1124738,107.7092498,40.86089938,0
2015-01-10 05:00:00,179.0308479,525.2296416,86.88031099,30.10042123,0
2015-01-10 06:00:00,177.9358329,457.1796541,100.0537273,39.58655242,0
2015-01-10 07:00:00,191.6854376,377.1948247,97.11708142,40.74974742,0
2015-01-10 08:00:00,178.9596393,560.5739843,118.3280503,42.63095663,0
2015-01-10 09:00:00,188.8447538,408.9662079,86.36944423,44.07898165,0
2015-01-10 10:00:00,186.4616306,386.2092302,111.8469238,35.05869053,0
2015-01-10 11:00:00,161.1730938,449.1433944,90.71370957,47.58235159,0
2015-01-10 12:00:00,181.2695192,443.7811594,96.16391499,45.33215531,0
2015-01-10 13:00:00,176.8027151,548.4331559,86.19063339,43.77491805,0
2015-01-10 14:00:00,171.7876735,413.3002296,97.57757689,39.87615846,0
2015-01-10 15:00:00,156.4491844,476.6080432,103.0927374,38.10855427,0
2015-01-10 16:00:00,178.8197369,390.5760151,100.1599971,44.2886644,0
2015-01-10 17:00:00,170.9559312,501.1763538,90.10103009,36.57913798,0
2015-01-10 18:00:00,164.6774622,502.886165,106.6632245,46.74215263,0
2015-01-10 19:00:00,183.8374362,508.1100442,111.2925588,49.28167343,0
2015-01-10 20:00:00,184.8848805,382.9536296,84.13768176,40.39194456,0
2015-01-10 21:00:00,183.1034585,455.6623176,107.5126637,37.12059231,0
2015-01-10 22:00:00,130.8343481,358.4789483,79.50293,39.89306042,0
2015-01-10 23:00:00,156.5402475,510.2430019,85.85574265,39.88649036,0
2015-01-11 00:00:00,184.0585298,450.9869512,92.15224385,41.73389443,0
2015-01-11 01:00:00,158.819955,343.6627356,109.298629,33.91754925,0
2015-01-11 02:00:00,176.1280944,447.4888996,99.19198667,35.60943872,0
2015-01-11 03:00:00,172.7436901,438.091296,100.810171,46.75903692,0
2015-01-11 04:00:00,186.6110344,488.8202654,98.39003307,39.29658474,0
2015-01-11 05:00:00,159.3444249,359.1551234,103.8277973,39.5180059,0
2015-01-11 06:00:00,169.1329645,481.3583422,95.13800863,41.39956379,0
2015-01-11 07:00:00,175.1738513,475.9046051,107.5165376,46.73352535,0
2015-01-11 08:00:00,189.0898167,457.0460915,108.4362946,40.00297783,0
2015-01-11 09:00:00,167.3392875,522.8635973,95.6862262,38.17597506,0
2015-01-11 10:00:00,174.35609,425.3201739,89.92211145,38.84666802,0
2015-01-11 11:00:00,149.8572769,343.8877969,94.77835895,43.08388386,0
2015-01-11 12:00:00,179.4957504,443.3216699,93.33675598,38.12440302,0
2015-01-11 13:00:00,173.1022956,428.6199823,100.1337922,49.59000163,0
2015-01-11 14:00:00,179.5896101,454.3897405,90.09330824,30.88769384,0
2015-01-11 15:00:00,163.8399415,405.0858591,88.5893878,41.67760059,0
2015-01-11 16:00:00,195.2803493,496.5301859,104.4647084,32.88009017,0
2015-01-11 17:00:00,167.9026084,498.4306614,107.39166,38.74273185,0
2015-01-11 18:00:00,171.8170812,449.6606282,104.7545396,46.85534464,0
2015-01-11 19:00:00,168.4148124,426.725421,119.5963007,48.14730673,0
2015-01-11 20:00:00,182.6945734,405.8682949,97.46760051,40.78110968,0
2015-01-11 21:00:00,158.4732646,506.0178158,104.7080794,36.83807884,0
2015-01-11 22:00:00,173.0219361,466.6108638,83.14456915,39.77127094,0
2015-01-11 23:00:00,178.618544,488.0608451,97.29864351,44.78836004,0
2015-01-12 00:00:00,151.3214017,480.3993998,113.6050504,33.0968275,0
2015-01-12 01:00:00,173.4157821,424.0681273,94.77068615,49.69639574,0
2015-01-12 02:00:00,161.0929691,499.9203579,98.14423531,39.1180898,0
2015-01-12 03:00:00,191.4321618,503.6989644,100.764214,30.9910004,0
2015-01-12 04:00:00,180.573471,470.5331059,100.2193608,41.83031163,0
2015-01-12 05:00:00,144.1229914,505.4345888,107.6160312,44.56041145,0
2015-01-12 06:00:00,183.7892717,408.6794895,109.3288035,41.56598945,0
2015-01-12 07:00:00,173.2661139,477.9820191,97.85502814,41.69668847,0
2015-01-12 08:00:00,161.5801286,410.8267103,114.1264875,40.3416133,0
2015-01-12 09:00:00,164.6662156,425.693517,91.31058233,39.39106748,0
2015-01-12 10:00:00,150.9178675,449.6831722,83.70098352,37.22523419,0
2015-01-12 11:00:00,175.7929528,573.2724712,116.2849127,41.22573605,0
2015-01-12 12:00:00,145.4221529,401.9613703,88.01015957,36.68690745,0
2015-01-12 13:00:00,167.8960583,456.5585594,91.33105534,34.25820647,0
2015-01-12 14:00:00,176.8276341,496.7836224,103.471393,45.17058757,0
2015-01-12 15:00:00,171.2507504,379.7555624,88.38528983,38.05981289,0
2015-01-12 16:00:00,182.8875998,354.0635942,86.95220246,35.5824637,0
2015-01-12 17:00:00,170.7582216,488.2132987,99.73372925,39.25740443,0
2015-01-12 18:00:00,204.6341616,377.3491627,105.1845457,35.24437113,0
2015-01-12 19:00:00,157.1080524,551.1046716,109.9435287,30.61645248,0
2015-01-12 20:00:00,193.0867425,466.2986568,122.5132472,38.15336439,0
2015-01-12 21:00:00,145.7830073,366.889749,91.10426738,42.52045531,0
2015-01-12 22:00:00,153.8402531,479.250414,123.3703583,47.46655721,0
2015-01-12 23:00:00,156.4795918,344.8198161,88.90994486,44.10067097,0
2015-01-13 00:00:00,147.1833146,400.3728989,95.63297163,39.46783211,0
2015-01-13 01:00:00,192.2704077,340.0837068,104.7294976,34.98290836,0
2015-01-13 02:00:00,185.5055498,436.3547453,98.10962128,35.99241392,0
2015-01-13 03:00:00,190.5689975,476.7941384,89.40477971,36.21590617,0
2015-01-13 04:00:00,160.8661784,336.1140769,115.8606311,36.46815307,0
2015-01-13 05:00:00,171.2839564,484.49099,113.5048959,48.01864717,0
2015-01-13 06:00:00,186.7776124,513.6439656,101.3957405,43.37150415,0
2015-01-13 07:00:00,185.9079468,465.8428677,88.14181136,46.88610583,0
2015-01-13 08:00:00,178.4020516,563.1394182,104.4030142,46.25244522,0
2015-01-13 09:00:00,172.3722131,407.0490847,112.884329,34.07623581,0
2015-01-13 10:00:00,152.5374017,398.2100885,98.00273421,33.1600378,0
2015-01-13 11:00:00,174.6452929,478.3195008,119.4815437,31.91687036,0
2015-01-13 12:00:00,167.3225928,446.5696041,116.8938149,35.93327966,0
2015-01-13 13:00:00,160.1821314,518.2820872,110.0316005,43.90627182,0
2015-01-13 14:00:00,193.642359,445.0630282,99.04623288,37.21617818,0
2015-01-13 15:00:00,159.4789439,483.0307241,106.7790943,47.01857723,0
2015-01-13 16:00:00,173.6431458,492.6467383,91.09793747,31.55059346,0
2015-01-13 17:00:00,177.7405363,449.3541988,95.33906477,42.13296176,0
2015-01-13 18:00:00,185.7673214,452.0330676,90.16989304,31.78363277,0
2015-01-13 19:00:00,175.5095659,428.2866075,105.2878881,50.02763722,0
2015-01-13 20:00:00,199.5982297,383.88239,106.9977803,31.85719947,0
2015-01-13 21:00:00,176.6770512,408.8180523,115.7002072,38.14023335,0
2015-01-13 22:00:00,162.6727975,454.423465,98.80350235,37.74719212,0
2015-01-13 23:00:00,171.537673,438.9518634,99.74773611,45.68736438,0
2015-01-14 00:00:00,180.0369387,421.5107855,82.0854105,39.31414112,0
2015-01-14 01:00:00,137.1423679,481.5456492,108.0968957,38.23124805,0
2015-01-14 02:00:00,168.5665392,386.2742759,99.60184552,35.77996028,0
2015-01-14 03:00:00,170.6228856,454.6710408,105.2187956,47.80481624,0
2015-01-14 04:00:00,166.4209869,445.1744063,109.7379536,48.97950669,0
2015-01-14 05:00:00,170.770528,478.1364488,101.011485,41.31089413,0
2015-01-14 06:00:00,140.1229046,404.0447994,98.59122568,44.04784598,0
2015-01-14 07:00:00,175.1935443,446.9863179,114.0158369,40.72897528,0
2015-01-14 08:00:00,170.0454401,470.9874573,96.06200181,42.40245594,0
2015-01-14 09:00:00,162.6135725,403.2201035,105.8633898,41.42730622,0
2015-01-14 10:00:00,127.0337192,338.7714122,109.9274119,25.98150254,0
2015-01-14 11:00:00,163.8318089,390.3380457,101.0401491,35.58188422,0
2015-01-14 12:00:00,171.7731281,447.7510531,100.7481299,38.05806775,0
2015-01-14 13:00:00,168.9325885,512.0854137,107.1349469,44.5980085,0
2015-01-14 14:00:00,160.8695386,520.4082276,107.5559544,27.74494283,0
2015-01-14 15:00:00,174.8246793,495.6391572,86.33878327,39.42960247,0
2015-01-14 16:00:00,156.342657,404.6133656,107.8844153,35.3044228,0
2015-01-14 17:00:00,180.4892157,368.3786171,102.8539847,33.07834217,0
2015-01-14 18:00:00,182.3859856,400.2713954,89.22082645,36.88588843,0
2015-01-14 19:00:00,184.3631512,514.1159232,95.29206347,32.32655818,0
2015-01-14 20:00:00,181.9826941,377.1362705,107.9361557,39.47298122,0
2015-01-14 21:00:00,164.7180918,421.8822274,102.0159076,38.8447043,0
2015-01-14 22:00:00,169.6257976,397.767361,112.2488924,33.80330008,0
2015-01-14 23:00:00,188.6761006,441.4132305,115.3557887,43.76489544,0
2015-01-15 00:00:00,179.1641294,437.4959442,96.37832187,35.93931896,0
2015-01-15 01:00:00,175.2032455,476.1375617,93.55660461,39.77507321,0
2015-01-15 02:00:00,189.1876957,370.2485529,121.5735286,31.43856372,0
2015-01-15 03:00:00,160.5973124,432.7147721,106.172197,38.77550454,0
2015-01-15 04:00:00,170.3789491,490.1051354,106.1689972,34.76114789,0
2015-01-15 05:00:00,189.522635,335.693898,111.242504,46.50095256,0
2015-01-15 06:00:00,166.2531546,572.3870126,92.04380166,47.62140183,0
2015-01-15 07:00:00,172.0249752,421.6760872,87.10723596,30.3231349,0
2015-01-15 08:00:00,167.7999015,431.1612795,99.518673,40.53441632,0
2015-01-15 09:00:00,188.5089589,526.7199054,99.75240841,42.75282796,0
2015-01-15 10:00:00,172.0313897,380.7184812,111.6828605,33.5561105,0
2015-01-15 11:00:00,171.0086044,474.7057598,103.3569549,36.59080372,0
2015-01-15 12:00:00,159.7816684,491.6220892,107.4943921,42.32604519,0
2015-01-15 13:00:00,163.7230559,472.6909911,96.4907526,43.77080429,0
2015-01-15 14:00:00,146.4617869,467.3755854,115.0850439,36.19914654,0
2015-01-15 15:00:00,176.1437981,480.3352969,118.4125581,39.73920183,0
2015-01-15 16:00:00,182.7170479,471.5337246,108.3703255,34.77759154,0
2015-01-15 17:00:00,149.9392354,502.6530488,98.91571057,36.3081985,0
2015-01-15 18:00:00,176.0203209,413.0535077,89.85434315,41.86604051,0
2015-01-15 19:00:00,174.9340385,458.0631496,92.29436902,45.49707197,0
2015-01-15 20:00:00,172.929815,424.7376931,100.0401662,40.222174,0
2015-01-15 21:00:00,171.0719392,446.4731621,96.11713126,49.38889819,0
2015-01-15 22:00:00,194.5239989,361.709733,103.5006459,36.50936467,0
2015-01-15 23:00:00,174.9951062,367.2727402,100.5634919,44.98621023,0
2015-01-16 00:00:00,191.0271893,433.638962,108.1195384,35.44042839,0
2015-01-16 01:00:00,176.7652553,489.0803037,96.87114722,42.06520153,0
2015-01-16 02:00:00,177.3098539,372.2958901,107.1490209,41.66485531,0
2015-01-16 03:00:00,161.9039382,498.4713002,111.2109342,34.27949406,0
2015-01-16 04:00:00,210.3636112,495.5164032,101.5095842,42.89682722,0
2015-01-16 05:00:00,169.1027589,415.1445264,95.55411368,31.68478202,0
